Plant ID,Latitude,Longitude,Balancing Authority Code
7266,37.652602,-121.0204,BANC
7268,42.7553,-86.0853,MISO
7270,42.6658,-88.0131,MISO
7277,35.4317,-81.0347,DUK
7279,40.153328,-83.12672,PJM
7281,38.830833,-94.89028,SWPP
7283,36.024272,-90.50923,SPA
7288,39.451,-75.0578,PJM
7294,28.4263,-81.5809,FPC
7296,37.0659,-94.614,SWPP
7302,27.788215,-81.86998,FPC
7307,40.507292,-122.4233,BANC
7314,40.8158,-73.064,NYIS
7315,37.5744,-120.985,TIDC
7317,44.508169,-109.1707,WAUW
7318,39.145036,-75.54817,PJM
7325,29.694838,-95.04062,ERCO
7335,39.839572,-84.96568,PJM
7336,40.0529,-85.7389,PJM
7337,43.7089,-73.0631,ISNE
7338,39.889287,-121.2792,CISO
7339,37.2678,-97.3497,SWPP
7343,42.3006,-96.3617,MISO
7345,29.640278,-82.34861,FPC
7348,32.5792,-83.5822,SOCO
7350,45.847998,-119.6739,BPAT
7366,44.6108,-87.5586,MISO
7367,59.77862,-150.9402,
7368,38.752,-122.7195,CISO
7369,38.7492,-122.7117,CISO
7372,37.57522,-108.574,WACM
7373,37.429538,-108.5749,WACM
7378,44.9425,-93.1072,MISO
7380,27.641667,-81.9625,SEC
7381,42.8625,-72.9628,ISNE
7392,36.7597,-90.3903,SWPP
7393,37.941987,-101.2499,SWPP
7394,29.497166,-97.45516,ERCO
7396,42.1483,-72.5911,ISNE
7397,39.9389,-77.6583,PJM
7398,43.582846,-83.8967,MISO
7399,43.595101,-83.89986,MISO
7400,39.4236,-92.8028,SWPP
7405,39.694755,-92.04701,AECI
7406,39.694784,-92.04674,AECI
7408,40.06084,-111.7302,PACE
7413,43.96211,-122.9974,PACW
7414,55.68586,-132.5289,
7415,43.674186,-95.1706,MISO
7425,39.8233,-89.5891,MISO
7427,46.4661,-122.1097,BPAT
7429,36.028611,-76.57194,PJM
7431,45.614375,-121.1369,BPAT
7432,37.2758,-97.1636,SWPP
7436,33.9986,-118.2219,CISO
7437,64.74417,-156.8736,
7438,38.752347,-77.46292,PJM
7439,38.74054,-77.50806,PJM
7440,38.74054,-77.50806,PJM
7441,38.74054,-77.50806,PJM
7447,37.6356,-98.745,SWPP
7449,38.088138,-121.3869,CISO
7450,37.7886,-122.2889,CISO
7451,38.146571,-121.3005,CISO
7452,38.810677,-121.3238,CISO
7456,47.80427,-116.8673,AVA
7458,39.363056,-106.8219,PSCO
7462,57.499166,-134.5861,
7463,58.106432,-135.4307,
7464,56.962983,-133.9226,
7469,41.829754,-97.45628,SWPP
7470,39.716944,-92.94583,MISO
7474,41.787115,-89.67753,MISO
7479,33.5452,-80.9109,SCEG
7480,33.436637,-80.84739,SCEG
7481,40.327952,-98.45025,SWPP
7482,70.4826,-157.4252,
7483,70.125617,-143.619,
7484,70.220565,-150.9935,
7485,68.348424,-166.7372,
7486,69.740833,-163.0058,
7487,68.13795,-151.741,
7488,70.642877,-160.0205,
7489,39.197222,-123.1856,CISO
7493,55.061683,-162.3103,
7497,43.271944,-82.61389,MISO
7501,42.4789,-71.9,ISNE
7502,53.892459,-166.5382,
7503,53.863993,-166.5126,
7504,44.2856,-105.3833,WACM
7505,46.280657,-96.07045,MISO
7507,39.53,-121.0958,CISO
7508,45.081111,-121.8866,PGE
7511,45.940034,-119.2991,BPAT
7512,29.257046,-98.38405,ERCO
7513,46.77285,-67.84849,NBSO
7515,38.38932,-97.61108,SWPP
7526,38.116415,-121.769,CISO
7527,38.445681,-121.4624,BANC
7538,35.375789,-78.09805,CPLE
7541,44.512699,-109.1299,WAUW
7545,36.6994,-96.9278,SWPP
7546,36.71979,-97.08576,SWPP
7548,41.297229,-111.5888,PACE
7551,38.530943,-121.4001,BANC
7552,38.511,-121.4735,BANC
7555,40.6661,-95.86833,SWPP
7556,40.4535,-88.9605,MISO
7575,41.3822,-83.6113,PJM
7576,41.1428,-81.4706,PJM
7577,39.0441,-82.6101,PJM
7578,41.4106,-84.0967,PJM
7579,41.168,-80.7529,PJM
7580,41.003889,-81.76222,PJM
7583,44.3083,-75.3083,NYIS
7584,41.694673,-94.36757,MISO
7588,47.9084,-121.8144,BPAT
7593,36.592775,-106.7321,WACM
7594,39.1192,-81.7375,PJM
7595,41.969145,-91.66889,MISO
7603,40.4411,-83.1883,PJM
7604,36.5852,-90.1779,AECI
7605,45.6497,-122.7256,BPAT
7646,38.513056,-122.1044,CISO
7657,41.237206,-84.39976,PJM
7690,40.153128,-74.76915,PJM
7693,33.853542,-117.8563,CISO
7697,31.2504,-88.0156,SOCO
7698,32.310226,-86.52542,SOCO
7699,27.746369,-81.84945,FPC
7701,40.1405,-74.7506,PJM
7709,34.042267,-83.39772,SOCO
7710,32.6078,-85.0975,SOCO
7715,30.59208,-87.13539,SOCO
7719,32.55078,-88.60669,TVA
7721,30.525445,-88.12848,SOCO
7722,35.6021,-84.7895,TVA
7723,57.731608,-152.507,
7725,44.6969,-123.2234,BPAT
7737,32.9,-79.9667,SCEG
7749,36.868206,-89.84017,AECI
7751,59.5357,-135.2123,
7752,55.476472,-133.1477,
7754,40.2877,-94.7913,AECI
7757,36.222058,-95.27706,AECI
7758,42.7317,-92.4711,MISO
7759,39.902556,-86.24405,MISO
7760,40.106125,-87.65382,MISO
7763,39.9528,-85.5039,MISO
7764,33.8119,-83.6953,SOCO
7766,37.574167,-95.23722,SWPP
7767,37.041997,-113.6267,PACE
7768,31.3869,-84.08,SOCO
7770,41.9084,-89.0466,PJM
7771,42.82579,-99.77747,SWPP
7774,41.556714,-81.58823,PJM
7775,40.2247,-84.4769,PJM
7776,41.4079,-84.1095,PJM
7777,40.5416,-81.4985,PJM
7778,40.86,-81.7586,PJM
7779,41.4609,-84.527,PJM
7780,40.4597,-84.0401,PJM
7781,39.9867,-84.5513,PJM
7782,39.3528,-84.5183,PJM
7783,41.3884,-83.6402,PJM
7784,42.5027,-78.0686,NYIS
7789,36.239886,-106.423,WACM
7790,40.0864,-109.2844,PACE
7791,41.5855,-84.5794,PJM
7795,44.085437,-87.7261,MISO
7797,38.7443,-77.4974,PJM
7798,38.725278,-77.50972,PJM
7799,45.0869,-87.6892,MISO
7805,34.8392,-79.7406,CPLE
7806,43.740164,-83.44995,MISO
7807,39.4128,-84.5558,PJM
7810,42.7019,-89.8697,MISO
7813,33.9486,-85.2769,SOCO
7814,34.5567,-81.4919,DUK
7818,39.569771,-90.43602,MISO
7820,45.7881,-88.0408,MISO
7821,45.7883,-88.0415,MISO
7822,44.274582,-88.31907,MISO
7824,32.9553,-115.5364,IID
7825,33.6094,-93.7924,SWPP
7826,35.7314,-80.6019,DUK
7827,40.8969,-82.6625,PJM
7828,40.908889,-82.65333,PJM
7829,32.9842,-83.8464,SOCO
7831,45.7291,-85.5244,MISO
7832,45.801549,-120.1672,BPAT
7834,34.347734,-82.77448,SC
7835,39.71901,-76.15976,PJM
7836,38.5283,-77.7681,PJM
7837,38.1181,-78.2139,PJM
7838,38.5442,-77.7714,PJM
7839,38.0722,-77.5133,PJM
7841,61.0839,-146.2529,
7842,39.103333,-88.85898,MISO
7843,43.799446,-92.68287,MISO
7844,44.795231,-93.58101,MISO
7845,35.6578,-89.3964,TVA
7846,30.320556,-81.94722,JEA
7847,41.871043,-94.68078,SWPP
7848,38.7538,-93.9983,AECI
7849,41.315962,-93.06097,MISO
7850,40.77069,-95.37683,MISO
7851,42.506156,-92.34558,MISO
7853,42.021667,-95.36333,SWPP
7854,41.780735,-89.68942,MISO
7855,46.895,-96.7347,SWPP
7856,41.3164,-94.455,MISO
7857,41.496111,-94.32722,MISO
7858,37.2175,-88.8661,EEI
7860,39.69755,-92.05346,AECI
7862,60.588686,-145.6045,
7863,44.902814,-91.5681,MISO
7865,42.4942,-91.2725,MISO
7867,47.5445,-121.8414,PSEI
7869,40.8275,-73.6478,NYIS
7870,48.746,-122.486,PSEI
7872,40.9297,-84.7392,PJM
7873,27.9072,-82.4231,TEC
7874,41.449992,-84.76721,PJM
7878,41.163069,-82.22721,PJM
7883,36.5748,-83.0321,TVA
7884,45.938611,-96.83583,MISO
7886,44.6694,-87.6333,MISO
7887,40.909653,-96.61309,SWPP
7897,32.381352,-86.57437,SOCO
7898,40.499364,-84.3092,PJM
7900,30.2098,-97.6129,ERCO
7901,43.6575,-88.4381,MISO
7902,32.4607,-94.4852,SWPP
7903,37.248431,-93.17084,SWPP
7907,36.8326,-119.327,CISO
7909,40.7537,-73.9508,NYIS
7910,40.6631,-74,NYIS
7911,35.44072,-118.7965,CISO
7912,40.787062,-73.29341,NYIS
7913,40.799,-73.9094,NYIS
7914,40.7991,-73.9156,NYIS
7915,40.7171,-73.9664,NYIS
7916,32.5892,-84.6917,SOCO
7917,33.4072,-85.0386,SOCO
7918,40.7303,-82.7939,PJM
7919,41.0317,-81.8714,PJM
7920,42.1925,-92.4747,MISO
7921,42.07,-90.66,MISO
7922,41.7394,-92.4394,MISO
7924,34.363389,-86.22389,TVA
7925,43.798439,-94.84145,MISO
7926,42.7114,-91.5469,MISO
7927,36.120994,-84.33873,TVA
7928,38.532161,-94.90263,SWPP
7929,38.7875,-94.9861,SWPP
7930,38.899722,-98.83944,SWPP
7931,45.848039,-119.674,BPAT
7932,45.0046,-84.7218,MISO
7934,41.768199,-89.67439,MISO
7935,40.067218,-93.60436,SWPP
7936,46.0958,-119.0964,BPAT
7940,37.2953,-77.9862,PJM
7941,36.697222,-77.105,PJM
7942,33.6808,-117.0698,CISO
7946,33.4083,-85.0403,SOCO
7947,47.544582,-95.12965,MISO
7948,38.8003,-86.4511,MISO
7953,43.179176,-115.7343,IPCO
7954,29.0213,-80.9949,NSB
7955,41.383889,-96.25444,SWPP
7957,34.965278,-81.1872,DUK
7958,33.8125,-78.96722,SC
7960,32.7976,-88.606,TVA
7962,39.279179,-75.62393,PJM
7964,39.3531,-91.2295,MISO
7965,40.9044,-96.6231,SWPP
7966,43.034722,-94.14056,MISO
7967,32.35051,-108.698,PNM
7971,41.4106,-92.9378,MISO
7972,42.167,-83.5318,MISO
7973,38.275,-95.6839,SWPP
7974,43.848529,-99.24757,SWPP
7975,32.2363,-108.5494,PNM
7976,37.4908,-97.2216,SWPP
7977,44.8047,-95.557,MISO
7981,35.1597,-81.4306,DUK
7982,44.5331,-95.1122,MISO
7984,44.6889,-85.2019,MISO
7985,41.5563,-93.5283,MISO
7987,34.1772,-118.3147,LDWP
7988,31.6004,-89.9468,MISO
7989,31.982076,-89.41271,MISO
7990,39.068747,-88.75555,MISO
7991,43.075071,-89.4251,MISO
7995,38.2844,-104.5308,PSCO
7997,28.0274,-82.0164,FMPP
7999,46.9692,-123.48,BPAT
8000,40.330184,-96.80815,SWPP
8002,43.1,-70.79083,ISNE
8004,42.685681,-72.97763,ISNE
8005,42.6839,-72.9599,ISNE
8006,41.573783,-73.96627,NYIS
8007,40.817037,-73.06627,NYIS
8008,39.8119,-75.24903,PJM
8009,42.9278,-76.5921,NYIS
8010,40.67,-111.89,PACE
8011,40.1515,-76.7232,PJM
8012,40.08,-74.8917,PJM
8013,45.836675,-90.97352,MISO
8015,36.0242,-90.5094,SPA
8016,39.825934,-89.63728,MISO
8019,47.0808,-88.6472,MISO
8020,38.764905,-95.19201,SWPP
8022,47.697222,-117.1472,AVA
8023,43.4864,-89.4203,MISO
8026,43.8294,-105.5322,WACM
8027,44.7855,-93.4315,MISO
8028,44.69,-106.1092,WACM
8029,41.6722,-93.6769,MISO
8030,43.7219,-105.7689,WACM
8031,43.094,-93.29222,MISO
8034,42.893333,-97.35333,SWPP
8036,40.3628,-95.6408,SWPP
8037,39.6125,-97.2778,SWPP
8042,36.2811,-80.0603,DUK
8048,28.184444,-82.78861,FPC
8049,28.262778,-81.54861,FPC
8053,40.6182,-74.06849,NYIS
8054,33.35,-91.1167,MISO
8055,35.311,-93.2351,MISO
8056,29.998884,-90.47684,MISO
8059,34.5431,-98.3244,SWPP
8063,32.403056,-97.70056,ERCO
8066,41.7378,-108.7875,PACE
8067,40.0922,-104.796,PSCO
8068,33.3325,-111.7503,SRP
8069,39.3792,-111.0781,PACE
8073,46.172401,-123.1739,PGE
8076,34.431419,-119.9001,CISO
8083,19.7317,-156.0283,
8100,37.4028,-102.6217,WACM
8102,38.9347,-82.1158,PJM
8105,47.350064,-96.83191,MISO
8106,41.7717,-91.1321,MISO
8108,42.343542,-91.2471,MISO
8110,40.212746,-94.54236,AECI
8219,38.633451,-104.7058,WACM
8222,47.221447,-101.8157,MISO
8223,34.3186,-109.1639,TEPC
8224,40.881317,-117.1516,NEVP
8225,41.8389,-79.0056,PJM
8226,40.5383,-79.7906,PJM
8902,36.01551,-114.738,WALC
8906,40.787674,-73.91256,NYIS
8907,41.2706,-73.9526,NYIS
9038,42.388611,-71.56,ISNE
9095,47.653611,-117.4206,AVA
9096,47.654444,-117.4189,AVA
9674,43.0386,-89.3586,MISO
9842,48.675944,-121.2408,SCL
9864,42.2,-72.61,ISNE
10003,39.7606,-105.215,PSCO
10004,27.76522,-81.93879,TEC
10005,37.0478,-121.1708,CISO
10008,30.314467,-81.66271,JEA
10012,40.8205,-75.0112,PJM
10013,44.9833,-93.28038,MISO
10014,43.528,-116.0583,IPCO
10017,37.5392,-76.8053,PJM
10018,39.753999,-118.9535,NEVP
10020,28.811828,-81.86527,FPC
10025,43.1989,-77.6319,NYIS
10026,33.1165,-117.3215,CISO
10027,33.9447,-116.6222,CISO
10028,43.909653,-111.2854,PACE
10029,42.45,-70.9739,ISNE
10030,39.149549,-75.54734,PJM
10033,42.3678,-83.0514,MISO
10034,37.0001,-121.5367,CISO
10036,43.11391,-71.894,ISNE
10042,36.3275,-119.2947,CISO
10043,39.7928,-75.40667,PJM
10049,42.629637,-114.6616,IPCO
10050,34.6968,-92.165,MISO
10051,35.6184,-79.0912,CPLE
10052,40.7995,-124.2028,CISO
10058,41.1694,-80.1055,PJM
10059,43.2597,-70.8597,ISNE
10061,40.8625,-74.825,PJM
10062,25.8356,-80.3566,FPL
10063,41.324308,-73.10211,ISNE
10066,44.5467,-69.6292,ISNE
10070,39.4588,-105.0657,WACM
10072,35.66704,-101.432,SWPP
10074,40.8054,-124.1949,CISO
10075,47.5314,-90.9114,MISO
10081,39.4326,-105.1263,PSCO
10090,33.9949,-118.1538,CISO
10091,33.7683,-118.2836,CISO
10093,21.303229,-158.0914,NA
10099,39.7668,-75.4238,PJM
10108,42.9383,-70.8406,ISNE
10109,43.446107,-71.64465,ISNE
10110,35.395063,-119.3216,CISO
10113,40.7903,-76.1983,PJM
10115,32.77973,-117.0064,CISO
10116,44.296544,-75.36645,NYIS
10118,40.244242,-76.85387,PJM
10120,31.164772,-81.47872,SOCO
10121,33.816547,-83.50493,SOCO
10122,40.624,-74.634,PJM
10123,40.8359,-74.155,PJM
10124,44.296453,-75.33614,NYIS
10128,40.37,-123.4347,CISO
10129,40.6144,-79.1594,PJM
10137,43.6411,-72.4061,ISNE
10138,45.206341,-109.1652,NWMT
10139,35.6439,-118.4822,CISO
10140,44.027444,-112.7194,PACE
10143,40.55,-78.8,PJM
10144,38.9032,-121.3097,CISO
10148,46.7644,-89.5669,MISO
10149,45.062836,-83.42333,MISO
10151,39.561831,-80.16314,PJM
10152,40.540042,-78.03463,PJM
10154,29.2293,-95.1952,ERCO
10155,37.220833,-77.5245,PJM
10156,36.617022,-120.0998,CISO
10162,33.934725,-116.6405,CISO
10167,28.513929,-96.79415,ERCO
10169,33.8759,-118.2491,CISO
10173,35.0642,-81.5458,DUK
10175,32.7992,-117.1517,CISO
10176,42.339387,-71.03141,ISNE
10180,39.8078,-104.9542,PSCO
10181,35.6497,-82.5992,CPLE
10183,42.750278,-71.50528,ISNE
10184,30.397351,-97.84259,ERCO
10186,44.7975,-69.8867,ISNE
10187,30.1525,-93.7206,MISO
10188,28.05485,-81.79817,TEC
10190,42.5375,-73.7433,NYIS
10191,35.060556,-118.3897,CISO
10194,21.311667,-158.1139,
10195,32.90411,-90.3781,MISO
10196,43.610664,-75.34133,NYIS
10197,44.158611,-75.70878,NYIS
10198,30.038649,-90.82831,MISO
10202,30.681823,-81.45541,JEA
10204,27.8605,-82.3903,TEC
10206,34.050391,-117.2484,CISO
10208,45.8044,-87.0891,MISO
10213,33.9058,-118.4031,CISO
10214,44.6694,-73.5075,NYIS
10215,40.58337,-111.6539,PACE
10216,31.5825,-87.4889,SOCO
10218,43.4833,-73.7986,NYIS
10219,43.098711,-73.52527,NYIS
10220,44.685589,-75.00287,NYIS
10221,42.781779,-73.6961,NYIS
10222,36.058635,-118.9241,CISO
10224,40.615616,-74.26529,PJM
10233,31.2434,-89.0456,SOCO
10234,44.43,-89.78,MISO
10237,44.151944,-75.32173,NYIS
10238,43.090635,-74.76696,NYIS
10243,27.5697,-97.8228,ERCO
10244,39.324611,-82.97404,PJM
10245,41.635,-87.1387,MISO
10250,30.266057,-85.52067,SOCO
10252,36.5489,-82.5667,PJM
10253,39.565677,-120.5817,CISO
10255,45.2497,-68.6483,ISNE
10258,35.9483,-79.3244,DUK
10261,29.8247,-94.9197,ERCO
10262,34.138467,-118.1256,CISO
10275,27.9114,-81.6006,FPC
10276,43.440538,-71.59598,ISNE
10279,38.974022,-95.23508,SWPP
10280,34.871811,-82.36604,DUK
10282,40.646733,-123.498,CISO
10285,40.733545,-80.3148,PJM
10286,42.451922,-76.48509,NYIS
10287,40.5547,-116.6175,NEVP
10288,41.1325,-121.1372,CISO
10290,43.7155,-71.6585,ISNE
10294,36.225,-121.1278,CISO
10296,42.4937,-114.3102,IPCO
10298,29.6225,-95.0458,ERCO
10300,33.586,-116.0873,IID
10301,30.0497,-90.6839,MISO
10302,40.533299,-78.38413,PJM
10305,41.647,-73.943,NYIS
10307,42.0925,-71.4833,ISNE
10308,40.439,-74.3444,PJM
10319,30.2,-91,MISO
10323,45.66523,-121.5238,PACW
10324,45.66764,-121.5485,PACW
10325,42.260844,-111.6656,PACE
10328,42.7178,-84.4836,MISO
10333,28.5819,-82.4311,FPC
10334,21.300036,-158.0986,
10339,35.016111,-106.6697,PNM
10342,38.0244,-122.0589,CISO
10343,40.811189,-76.45295,PJM
10346,45.0688,-83.8932,MISO
10349,39.1365,-121.6397,CISO
10350,39.052922,-121.6961,CISO
10354,44.431667,-70.1619,ISNE
10356,46.6334,-68.4361,NBSO
10360,44.4936,-88.0303,MISO
10361,32.331274,-81.2015,SOCO
10362,35.7322,-95.2939,SWPP
10377,37.2939,-77.2697,PJM
10378,33.944384,-78.01182,CPLE
10379,36.435,-78.9619,CPLE
10380,34.647155,-78.64151,CPLE
10382,34.59,-78.9968,CPLE
10384,36.037318,-77.75335,PJM
10387,32.857709,-117.0288,CISO
10397,41.663765,-87.45233,MISO
10398,41.4739,-81.6728,PJM
10405,36.5397,-119.5794,CISO
10408,42.2508,-71.8226,ISNE
10412,21.936075,-159.5286,
10413,22.196292,-159.5561,
10416,30.5958,-87.2525,SOCO
10417,42.156898,-72.52415,ISNE
10418,29.2558,-95.2103,ERCO
10421,39.6208,-106.0662,PSCO
10422,40.035,-106.2053,WACM
10423,39.4616,-105.677,WACM
10424,39.9456,-105.3565,PSCO
10425,30.2178,-93.7422,MISO
10426,34.2528,-85.3275,SOCO
10427,34.045361,-117.5402,CISO
10430,38.597755,-90.21067,MISO
10431,30.43424,-81.64535,JEA
10434,27.833642,-82.05194,TEC
10435,39.9092,-75.1169,PJM
10436,29.753517,-94.99728,ERCO
10437,34.863356,-116.8276,CISO
10438,34.863356,-116.8276,CISO
10439,35.00694,-117.5558,CISO
10440,35.012166,-117.5557,CISO
10441,35.01948,-117.5555,CISO
10442,35.020981,-117.5661,CISO
10443,35.014836,-117.5659,CISO
10444,35.0308,-117.3563,CISO
10446,35.033,-117.338,CISO
10453,45.888333,-91.07694,MISO
10458,40.976389,-121.2558,CISO
10464,44.03647,-75.77204,NYIS
10466,44.3989,-89.9403,MISO
10467,42.787575,-73.69168,NYIS
10472,34.0233,-118.0241,CISO
10475,41.6836,-87.4233,MISO
10477,44.3953,-89.826,MISO
10478,34.463896,-118.594,CISO
10479,37.6455,-118.9096,CISO
10480,37.6451,-118.9143,CISO
10481,37.6464,-118.9092,CISO
10486,48.6067,-93.4066,MISO
10487,48.608054,-93.40431,MISO
10488,30.8606,-93.3756,MISO
10490,43.883611,-75.42806,NYIS
10491,44.546503,-70.54429,ISNE
10493,44.5486,-70.6283,ISNE
10494,44.9108,-72.9736,ISNE
10495,44.5513,-70.5414,ISNE
10496,35.4515,-118.9849,CISO
10501,35.19456,-119.571,CISO
10502,37.719939,-121.4887,CISO
10503,43.3056,-73.59145,NYIS
10504,42.5328,-114.4328,IPCO
10511,43.3084,-73.6376,NYIS
10519,43.403087,-70.98647,ISNE
10520,41.387792,-88.78966,MISO
10521,41.0772,-74.0181,NYIS
10523,44.580175,-69.55452,ISNE
10525,35.130193,-77.16788,CPLE
10526,44.2081,-72.0581,ISNE
10530,43.289874,-73.66583,NYIS
10531,43.9767,-75.9072,NYIS
10532,42.791028,-84.69568,MISO
10538,44.003984,-76.04128,NYIS
10539,44.21742,-75.79517,NYIS
10540,43.978626,-75.8861,NYIS
10544,44.311681,-75.44499,NYIS
10545,43.899745,-75.66027,NYIS
10546,40.744105,-80.31784,PJM
10547,44.522043,-75.18811,NYIS
10548,37.336113,-121.8783,CISO
10549,41.40432,-74.37671,NYIS
10550,35.394254,-81.201,DUK
10553,42.471389,-71.74333,ISNE
10554,28.6917,-96.5417,ERCO
10555,45.6603,-69.81217,ISNE
10556,42.652454,-71.32238,ISNE
10560,31.6593,-81.8439,SOCO
10562,30.6612,-81.473,JEA
10566,39.693494,-75.48581,PJM
10567,41.9227,-72.6255,ISNE
10568,29.964938,-93.89128,MISO
10570,44.786648,-71.12433,ISNE
10586,35.075,-118.3158,CISO
10593,30.2012,-93.1269,MISO
10597,35.0697,-118.3167,CISO
10601,33.77697,-118.2282,CISO
10603,40.455,-78.7472,PJM
10605,31.175406,-81.52164,SOCO
10606,33.1421,-91.975,MISO
10608,44.4122,-71.7228,ISNE
10610,31.6285,-90.0809,MISO
10611,29.6807,-81.6809,FPL
10612,30.6547,-91.28,MISO
10613,45.1554,-67.4012,NBSO
10617,43.8861,-75.4342,NYIS
10620,43.9842,-75.6225,NYIS
10621,43.0664,-76.2144,NYIS
10623,34.0564,-118.2436,LDWP
10627,34.221213,-91.90737,MISO
10629,39.266041,-76.62965,PJM
10631,33.1779,-115.565,IID
10632,33.1646,-115.616,IID
10633,37.291667,-77.28111,PJM
10634,33.1777,-115.6033,IID
10641,40.474167,-78.7014,PJM
10642,40.7389,-73.5906,NYIS
10643,40.7376,-74.1255,PJM
10646,41.475,-72.0688,ISNE
10648,33.9056,-117.8439,CISO
10649,35.419181,-118.9266,CISO
10650,35.483736,-119.0299,CISO
10652,40.879719,-121.7203,CISO
10656,41.8203,-86.2592,PJM
10661,40.303422,-121.2444,CISO
10671,35.1931,-94.6458,SWPP
10673,21.303419,-158.1065,
10677,34.3801,-118.4999,CISO
10678,39.595171,-78.74533,PJM
10682,40.2415,-103.631,PSCO
10684,35.765,-117.3833,CISO
10685,35.7075,-117.3956,CISO
10686,47.234825,-93.53717,MISO
10687,43.591246,-75.34421,NYIS
10690,30.489722,-91.18722,MISO
10692,29.759124,-95.00965,ERCO
10693,38.159,-75.704,PJM
10694,42.668889,-71.57556,ISNE
10697,30.7108,-91.3236,MISO
10698,42.306809,-85.57897,MISO
10699,32.2268,-88.0252,SOCO
10700,44.918063,-68.63554,ISNE
10706,40.8579,-121.7225,CISO
10707,40.8713,-121.9487,CISO
10708,40.7576,-121.4145,CISO
10709,40.4579,-121.8427,CISO
10718,33.92194,-116.5622,CISO
10720,32.819675,-117.1405,CISO
10725,42.5744,-73.8592,NYIS
10726,42.1575,-72.5225,ISNE
10728,44.0867,-70.2297,ISNE
10735,43.561001,-116.1213,IPCO
10737,42.50136,-120.9894,PACW
10739,40.488484,-84.3183,PJM
10740,43.2547,-114.3569,IPCO
10743,39.6397,-79.96056,PJM
10745,43.5861,-84.2242,MISO
10746,39.8265,-75.3882,PJM
10748,36.7131,-121.7686,CISO
10751,39.9175,-75.1192,PJM
10752,43.849029,-73.4207,NYIS
10753,43.843869,-73.43121,NYIS
10755,39.5173,-107.7299,PSCO
10759,33.158153,-115.6387,IID
10761,36.2319,-115.1222,NEVP
10763,32.7757,-115.2637,IID
10764,40.8786,-123.9942,CISO
10765,44.6781,-67.5477,ISNE
10766,45.2537,-68.62792,ISNE
10767,36.688915,-119.7232,CISO
10771,37.297834,-77.28298,PJM
10772,38.8319,-121.3137,CISO
10773,37.118674,-79.27355,PJM
10774,36.6525,-76.9953,PJM
10776,34.1958,-119.1664,CISO
10777,40.368338,-120.2648,CISO
10781,42.945664,-114.7957,IPCO
10784,45.9752,-106.6547,NWMT
10787,34.702021,-82.4621,DUK
10789,30.0552,-93.7579,MISO
10790,28.675088,-96.95601,ERCO
10795,34.2338,-80.6558,CPLE
10798,36.715103,-80.98562,PJM
10799,34.642371,-82.45444,DUK
10800,34.616522,-82.44791,DUK
10801,34.404006,-82.23358,DUK
10803,44.7258,-75.4417,NYIS
10805,40.6781,-74.2744,PJM
10806,42.622513,-114.5009,IPCO
10807,42.836046,-114.268,IPCO
10808,42.47711,-114.3801,IPCO
10809,42.620724,-114.5315,IPCO
10810,32.7353,-117.2083,CISO
10811,32.679269,-117.1224,CISO
10812,32.70516,-117.1897,CISO
10817,43.583611,-75.33917,NYIS
10819,42.962672,-85.49407,MISO
10822,44.604921,-84.69058,MISO
10823,42.353333,-70.96278,ISNE
10824,42.38697,-71.80246,ISNE
10825,42.40439,-71.68722,ISNE
10836,38.6905,-121.7371,CISO
10837,36.755896,-120.3654,CISO
10838,43.442871,-72.056,ISNE
10839,44.358047,-71.5449,ISNE
10840,35.7144,-119.2337,CISO
10848,41.55998,-74.19515,NYIS
10849,47.286573,-91.26053,MISO
10853,43.096677,-73.46017,NYIS
10855,41.1386,-92.6467,MISO
10860,41.8206,-90.2097,MISO
10861,41.624438,-93.58452,MISO
10862,40.866463,-96.61449,SWPP
10863,44.187066,-93.99242,MISO
10864,41.9221,-91.6875,MISO
10865,39.870074,-88.89076,MISO
10866,40.677188,-89.60491,MISO
10867,39.84919,-88.93194,MISO
10869,42.436111,-122.85,PACW
10870,40.928161,-76.04093,PJM
10872,43.917267,-75.63382,NYIS
10873,36.0372,-117.7981,CISO
10874,36.0192,-117.7917,CISO
10875,36.0019,-117.7886,CISO
10878,33.158,-115.6475,IID
10879,33.1589,-115.6455,IID
10880,40.8014,-121.4481,CISO
10881,40.882061,-121.9484,CISO
10882,40.874144,-121.9204,CISO
10883,42.33685,-71.10815,ISNE
10884,34.326242,-118.4448,LDWP
10902,42.9197,-76.5477,NYIS
10903,41.5697,-88.0789,PJM
50002,42.4564,-73.2181,ISNE
50003,35.0968,-119.4299,CISO
50006,40.6322,-74.2156,NYIS
50010,38.1483,-81.2147,PJM
50011,38.1478,-81.1753,PJM
50026,27.8322,-97.5281,ERCO
50028,32.486787,-92.1496,MISO
50031,42.721326,-73.68061,NYIS
50034,42.9044,-73.5625,NYIS
50035,44.067792,-70.26083,ISNE
50036,39.6672,-80.8642,PJM
50037,35.43,-118.8222,CISO
50039,40.873399,-75.99349,PJM
50041,42.309555,-71.80522,ISNE
50043,29.7314,-95.0839,ERCO
50047,44.503704,-70.22097,ISNE
50049,40.4728,-124.1014,CISO
50051,44.7383,-68.8258,ISNE
50054,29.721048,-95.39536,ERCO
50060,38.824863,-76.77315,PJM
50061,32.778225,-117.0701,CISO
50064,36.9997,-122.0622,CISO
50066,38.7879,-122.7434,CISO
50067,35.6647,-101.4354,SWPP
50071,26.771389,-80.14194,FPL
50074,39.8103,-75.4281,PJM
